# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* JOEDHDHP_02662      K03709  191.50  325.3   1.6e-97 DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
* JOEDHDHP_02663      K11602  386.93  444.0  5.9e-134 manganese transport system permease protein
* JOEDHDHP_02664      K11603  377.83  430.7  9.3e-130 manganese transport system ATP-binding protein [EC:7.2.2.5]
* JOEDHDHP_02664      K02013  231.17  252.4   2.6e-75 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* JOEDHDHP_02664      K13464   33.13   46.8     5e-13 jasmonate ZIM domain-containing protein
* JOEDHDHP_02665      K11601  442.40  468.2  2.5e-141 manganese transport system substrate-binding protein
* JOEDHDHP_02666      K11753  164.50  436.3  4.4e-131 riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]
* JOEDHDHP_02667      K02956   26.97  120.1   4.5e-35 small subunit ribosomal protein S15
* JOEDHDHP_02668      K00962  273.33  928.8  7.5e-280 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]
* JOEDHDHP_02669      K07263  258.47  316.1   2.1e-94 zinc protease [EC:3.4.24.-]
* JOEDHDHP_02671      K00655  119.10  219.2   2.6e-65 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]
* JOEDHDHP_02673      K00721  179.47  297.2   5.2e-89 dolichol-phosphate mannosyltransferase [EC:2.4.1.83]
* JOEDHDHP_02674      K05979   59.97  221.1   5.8e-66 2-phosphosulfolactate phosphatase [EC:3.1.3.71]
* JOEDHDHP_02680      K00330  126.93  170.3   1.3e-50 NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]
* JOEDHDHP_02681      K00331  277.37  312.1   1.8e-93 NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]
* JOEDHDHP_02682      K00332  191.47  212.4   4.8e-63 NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]
* JOEDHDHP_02683      K00333  521.40  619.5    9e-187 NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]
* JOEDHDHP_02684      K00334  160.30  276.6   1.2e-82 NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]
* JOEDHDHP_02685      K00335  612.10  711.9  1.6e-214 NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]
* JOEDHDHP_02686      K00336  693.63  865.7  1.3e-260 NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]
* JOEDHDHP_02687      K00337  400.60  646.2  2.3e-194 NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]
* JOEDHDHP_02688      K00338  136.53  235.1   3.1e-70 NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]
* JOEDHDHP_02689      K00339  128.03  205.8     2e-61 NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]
* JOEDHDHP_02690      K00340   95.50  151.2     7e-45 NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]
* JOEDHDHP_02691      K00341  570.53  777.1    8e-234 NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]
* JOEDHDHP_02692      K00342  541.33  636.8    8e-192 NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]
* JOEDHDHP_02693      K00343  328.03  555.7  3.2e-167 NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]
* JOEDHDHP_02700      K28029  418.73  436.9    5e-131 amino acid or GABA permease
* JOEDHDHP_02701      K17755  612.53  930.1  1.1e-280 choline oxidase [EC:1.1.3.17]
* JOEDHDHP_02702      K07182  127.50  506.2  5.5e-152 CBS domain-containing protein
* JOEDHDHP_02706      K00215  131.67  293.6   7.6e-88 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]
* JOEDHDHP_02710      K08177  229.10  377.1  4.2e-113 MFS transporter, OFA family, oxalate/formate antiporter
* JOEDHDHP_02712      K09927   71.90  486.3  3.7e-146 uncharacterized protein
* JOEDHDHP_02713      K00036  378.50  548.7  7.3e-165 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
* JOEDHDHP_02715      K03465  112.27  219.3   2.3e-65 thymidylate synthase (FAD) [EC:2.1.1.148]
* JOEDHDHP_02716      K01714  257.53  331.2   2.9e-99 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* JOEDHDHP_02717      K12574  132.80  772.8  8.1e-233 ribonuclease J [EC:3.1.-.-]
* JOEDHDHP_02718      K07090   36.87  108.8   8.7e-32 uncharacterized protein
* JOEDHDHP_02720      K03466  198.00  778.0  2.8e-234 DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
* JOEDHDHP_02721      K09780   31.53   64.0   4.8e-18 uncharacterized protein
* JOEDHDHP_02722      K00619  168.13  246.7   4.1e-74 amino-acid N-acetyltransferase [EC:2.3.1.1]
* JOEDHDHP_02723      K00995  115.43  158.9   5.2e-47 CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]
* JOEDHDHP_02724      K27043  105.47  147.4   1.9e-43 XRE family transcriptional regulator, stress-response regulator
* JOEDHDHP_02725      K03969   83.33  172.8     4e-51 phage shock protein A
* JOEDHDHP_02728      K07029  170.97  365.1  1.1e-109 diacylglycerol kinase (ATP) [EC:2.7.1.107]
* JOEDHDHP_02732      K03553  102.47  701.7  1.9e-211 recombination protein RecA
* JOEDHDHP_02733      K03565   37.03  182.5   4.3e-54 regulatory protein
* JOEDHDHP_02734      K10007  254.60  407.9  1.9e-122 glutamate transport system permease protein
* JOEDHDHP_02735      K10006  238.23  323.0   7.5e-97 glutamate transport system permease protein
* JOEDHDHP_02736      K10005  312.40  441.9  5.2e-133 glutamate transport system substrate-binding protein
* JOEDHDHP_02736      K02030   88.33  149.0     5e-44 polar amino acid transport system substrate-binding protein
* JOEDHDHP_02737      K10008  416.03  463.2  5.1e-140 glutamate transport system ATP-binding protein [EC:7.4.2.1]
* JOEDHDHP_02737      K02028  390.33  451.6    1e-135 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* JOEDHDHP_02737      K13464   33.13   52.0   1.4e-14 jasmonate ZIM domain-containing protein
* JOEDHDHP_02738      K06168  429.33  681.1  3.4e-205 tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]
* JOEDHDHP_02742      K00791  180.43  331.6   2.1e-99 tRNA dimethylallyltransferase [EC:2.5.1.75]
* JOEDHDHP_02743      K01778   70.80  255.6     2e-76 diaminopimelate epimerase [EC:5.1.1.7]
* JOEDHDHP_02744      K03665  178.17  608.6  3.9e-183 GTPase
* JOEDHDHP_02747      K02770  638.63  847.5  2.1e-255 fructose PTS system EIIBC or EIIC component [EC:2.7.1.202]
* JOEDHDHP_02748      K00882  318.60  387.8  1.7e-116 1-phosphofructokinase [EC:2.7.1.56]
* JOEDHDHP_02749      K03436  286.37  331.9     1e-99 DeoR family transcriptional regulator, fructose operon transcriptional repressor
* JOEDHDHP_02752      K00255  581.30  659.6  1.1e-198 long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]
* JOEDHDHP_02753      K01356  131.70  334.3  2.1e-100 repressor LexA [EC:3.4.21.88]
* JOEDHDHP_02755      K07738   53.80  271.3   1.8e-81 transcriptional repressor NrdR
* JOEDHDHP_02756      K03578  903.90 2020.2         0 ATP-dependent RNA helicase HrpA [EC:5.6.2.6]
* JOEDHDHP_02764      K00322  393.30  669.9  7.4e-202 NAD(P) transhydrogenase [EC:1.6.1.1]
* JOEDHDHP_02765      K00153  404.13  689.6  2.8e-208 S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]
* JOEDHDHP_02769      K01784  253.47  425.8  8.5e-128 UDP-glucose 4-epimerase [EC:5.1.3.2]
* JOEDHDHP_02770      K26252  200.80  378.5    1e-113 DtxR family transcriptional regulator, iron-dependent repressor
* JOEDHDHP_02771      K04768  365.83  563.5  2.7e-169 acetoin utilization protein AcuC
* JOEDHDHP_02773      K03087  426.63  456.9  2.3e-137 RNA polymerase nonessential primary-like sigma factor
* JOEDHDHP_02777      K07058   40.67  194.1   1.2e-57 membrane protein
* JOEDHDHP_02780      K11939  122.97  274.6     5e-82 inner membrane transporter RhtA
* JOEDHDHP_02782      K03086  467.97  584.4  9.7e-176 RNA polymerase primary sigma factor
* JOEDHDHP_02782      K03093  108.63  124.3   2.4e-36 RNA polymerase sigma-I factor
* JOEDHDHP_02783      K00886  159.13  419.4  4.3e-126 polyphosphate glucokinase [EC:2.7.1.63]
* JOEDHDHP_02784      K01092  212.90  273.8   7.9e-82 myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]
* JOEDHDHP_02788      K01520   52.37  199.4   2.5e-59 dUTP diphosphatase [EC:3.6.1.23]
* JOEDHDHP_02793      K03499  136.23  230.0   1.2e-68 trk/ktr system potassium uptake protein
* JOEDHDHP_02794      K03499  136.23  145.3   6.5e-43 trk/ktr system potassium uptake protein
* JOEDHDHP_02799      K25140  343.93  422.6  1.2e-127 daunorubicin/doxorubicin transport system permease protein
* JOEDHDHP_02800      K25141  458.90  505.3  1.9e-152 daunorubicin/doxorubicin transport system ATP-binding protein
* JOEDHDHP_02800      K01990  272.97  347.8  3.8e-104 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_02800      K13464   33.13   50.7   3.3e-14 jasmonate ZIM domain-containing protein
* JOEDHDHP_02801      K03088  101.03  144.1     2e-42 RNA polymerase sigma-70 factor, ECF subfamily
* JOEDHDHP_02803      K01425  116.50  495.7  6.9e-149 glutaminase [EC:3.5.1.2]
* JOEDHDHP_02804      K01662  349.23  899.1  6.1e-271 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]
* JOEDHDHP_02805      K09780   31.53   57.3   5.2e-16 uncharacterized protein
* JOEDHDHP_02808      K03088  101.03  111.2     2e-32 RNA polymerase sigma-70 factor, ECF subfamily
* JOEDHDHP_02810      K00632  502.30  542.3    4e-163 acetyl-CoA acyltransferase [EC:2.3.1.16]
* JOEDHDHP_02811      K03684  226.47  466.6  3.8e-140 ribonuclease D [EC:3.1.13.5]
* JOEDHDHP_02813      K01599  186.20  497.3  1.8e-149 uroporphyrinogen decarboxylase [EC:4.1.1.37]
* JOEDHDHP_02814      K00231  141.40  385.8  1.1e-115 protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]
* JOEDHDHP_02815      K00435  247.30  313.9   3.4e-94 hydrogen peroxide-dependent heme synthase [EC:1.3.98.5]
* JOEDHDHP_02817      K08351 1010.00 1200.7         0 biotin/methionine sulfoxide reductase [EC:1.-.-.-]
* JOEDHDHP_02818      K28224  154.50  224.8     1e-67 enoyl-CoA hydratase [EC:4.2.1.-]
* JOEDHDHP_02819      K07305  119.10  217.9   5.3e-65 peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12]
* JOEDHDHP_02820      K16647  176.17  588.9  2.6e-177 arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]
* JOEDHDHP_02826      K07020   71.43  162.7   3.4e-48 uncharacterized protein
* JOEDHDHP_02833      K01868  141.73  816.9  8.2e-246 threonyl-tRNA synthetase [EC:6.1.1.3]
* JOEDHDHP_02834      K19710  134.97  306.7   6.2e-92 ATP adenylyltransferase [EC:2.7.7.53]
* JOEDHDHP_02835      K27681  193.60  290.6   3.6e-87 phosphatidylinositol phosphate synthase [EC:2.7.8.-]
* JOEDHDHP_02836      K22311  216.70  425.8    7e-128 phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]
* JOEDHDHP_02837      K08256  264.93  555.6  3.2e-167 phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]
* JOEDHDHP_02838      K03744   28.13   61.2     3e-17 LemA protein
* JOEDHDHP_02839      K06215  129.43  554.5  2.8e-167 pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
* JOEDHDHP_02841      K10805  345.13  379.9  3.3e-114 acyl-CoA thioesterase II [EC:3.1.2.-]
* JOEDHDHP_02842      K08681   81.90  308.2   1.1e-92 pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
* JOEDHDHP_02843      K18189   94.63  204.4   5.4e-61 translational activator of cytochrome c oxidase 1
* JOEDHDHP_02844      K01159   32.70  247.6   3.5e-74 crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]
* JOEDHDHP_02845      K03550   42.53  243.5   8.2e-73 holliday junction DNA helicase RuvA
* JOEDHDHP_02846      K03551  206.77  591.5  3.8e-178 holliday junction DNA helicase RuvB [EC:5.6.2.4]
* JOEDHDHP_02847      K03210   29.80  101.2   2.3e-29 preprotein translocase subunit YajC
* JOEDHDHP_02848      K03072  435.20  541.6  4.1e-163 preprotein translocase subunit SecD
* JOEDHDHP_02849      K03074  327.07  372.1  7.4e-112 preprotein translocase subunit SecF
* JOEDHDHP_02851      K00759   85.43  210.1   1.3e-62 adenine phosphoribosyltransferase [EC:2.4.2.7]
* JOEDHDHP_02852      K01139  795.03 1091.9         0 GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
* JOEDHDHP_02855      K01069  157.27  190.0   1.9e-56 hydroxyacylglutathione hydrolase [EC:3.1.2.6]
* JOEDHDHP_02856      K01892  276.20  341.7  2.1e-102 histidyl-tRNA synthetase [EC:6.1.1.21]
* JOEDHDHP_02860      K07054   46.07  310.3   4.5e-93 uncharacterized protein
* JOEDHDHP_02861      K01876  282.77  821.4  1.9e-247 aspartyl-tRNA synthetase [EC:6.1.1.12]
* JOEDHDHP_02867      K07478  202.00  632.6  2.1e-190 putative ATPase
* JOEDHDHP_02868      K01872  206.53 1020.0         0 alanyl-tRNA synthetase [EC:6.1.1.7]
* JOEDHDHP_02869      K07447   43.77  196.5     2e-58 putative pre-16S rRNA nuclease [EC:3.1.-.-]
* JOEDHDHP_02870      K07082   45.77  321.6     3e-96 peptidoglycan lytic transglycosylase G [EC:4.2.2.29]
* JOEDHDHP_02873      K01736  170.70  489.5  4.3e-147 chorismate synthase [EC:4.2.3.5]
* JOEDHDHP_02874      K00891  130.27  199.5     3e-59 shikimate kinase [EC:2.7.1.71]
* JOEDHDHP_02875      K01735  305.73  445.9  6.3e-134 3-dehydroquinate synthase [EC:4.2.3.4]
* JOEDHDHP_02878      K02356  139.63  307.1   4.3e-92 elongation factor P
* JOEDHDHP_02879      K03625   89.77  184.4   1.3e-54 transcription antitermination protein NusB
* JOEDHDHP_02879      K02356  139.63  177.0   1.5e-52 elongation factor P
* JOEDHDHP_02880      K02825   96.23  285.8   7.2e-86 pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]
* JOEDHDHP_02881      K00609  246.90  435.8  3.7e-131 aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]
* JOEDHDHP_02882      K01465  340.10  440.6  4.7e-132 dihydroorotase [EC:3.5.2.3]
* JOEDHDHP_02884      K01956  538.87  643.0  2.3e-193 carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]
* JOEDHDHP_02885      K01955 1470.00 1684.9         0 carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]
* JOEDHDHP_02886      K01591  128.20  200.1   2.1e-59 orotidine-5'-phosphate decarboxylase [EC:4.1.1.23]
* JOEDHDHP_02888      K00942  189.47  219.3   1.7e-65 guanylate kinase [EC:2.7.4.8]
* JOEDHDHP_02889      K03060   22.97   81.5   2.4e-23 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]
* JOEDHDHP_02890      K13038  246.90  559.4  1.7e-168 phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]
* JOEDHDHP_02891      K00789  156.00  624.5  8.2e-188 S-adenosylmethionine synthetase [EC:2.5.1.6]
* JOEDHDHP_02892      K04066  127.03  636.4  2.9e-191 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]
* JOEDHDHP_02895      K10947   62.10   63.8   5.1e-18 PadR family transcriptional regulator
* JOEDHDHP_02896      K00604  257.07  314.2   5.1e-94 methionyl-tRNA formyltransferase [EC:2.1.2.9]
* JOEDHDHP_02897      K03500  291.10  495.8  8.3e-149 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]
* JOEDHDHP_02899      K01783  250.80  338.9  1.4e-101 ribulose-phosphate 3-epimerase [EC:5.1.3.1]
* JOEDHDHP_02900      K11752  179.90  440.5    4e-132 diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
* JOEDHDHP_02901      K00793   56.00  311.7   1.8e-93 riboflavin synthase [EC:2.5.1.9]
* JOEDHDHP_02902      K14652  360.87  727.3  4.4e-219 3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]
* JOEDHDHP_02902      K02858  355.17  371.4  1.6e-111 3,4-dihydroxy 2-butanone 4-phosphate synthase [EC:4.1.99.12]
* JOEDHDHP_02902      K01497  153.50  314.7   2.4e-94 GTP cyclohydrolase II [EC:3.5.4.25]
* JOEDHDHP_02903      K00794   45.23  194.7   4.1e-58 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
* JOEDHDHP_02905      K03703  241.93  935.5    6e-282 excinuclease ABC subunit C
* JOEDHDHP_02906      K06958  141.17  427.1    2e-128 RNase adapter protein RapZ
* JOEDHDHP_02908      K09762  109.20  408.1  9.7e-123 cell division protein WhiA
* JOEDHDHP_02909      K00134  417.43  506.2  3.3e-152 glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]
* JOEDHDHP_02910      K00927  101.37  597.6  8.7e-180 phosphoglycerate kinase [EC:2.7.2.3]
* JOEDHDHP_02911      K01803   29.77  352.0  1.2e-105 triosephosphate isomerase (TIM) [EC:5.3.1.1]
* JOEDHDHP_02912      K03075   25.57   59.2   1.5e-16 preprotein translocase subunit SecG
* JOEDHDHP_02913      K01595   52.70 1111.1         0 phosphoenolpyruvate carboxylase [EC:4.1.1.31]
* JOEDHDHP_02914      K01057  115.53  260.1   1.4e-77 6-phosphogluconolactonase [EC:3.1.1.31]
* JOEDHDHP_02916      K00036  378.50  644.3  8.7e-194 glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]
* JOEDHDHP_02917      K00616  137.00  281.7   3.8e-84 transaldolase [EC:2.2.1.2]
* JOEDHDHP_02918      K00615  236.20  728.6  4.7e-219 transketolase [EC:2.2.1.1]
* JOEDHDHP_02919      K02257  125.27  336.1  8.9e-101 heme o synthase [EC:2.5.1.141]
* JOEDHDHP_02920      K00344  275.27  402.3  8.6e-121 NADPH:quinone reductase [EC:1.6.5.5]
* JOEDHDHP_02922      K02259   60.70  196.2   2.7e-58 heme a synthase [EC:1.17.99.9]
* JOEDHDHP_02923      K01992   20.23   24.1   4.5e-06 ABC-2 type transport system permease protein
* JOEDHDHP_02924      K01990  272.97  313.8   7.4e-94 ABC-2 type transport system ATP-binding protein
* JOEDHDHP_02924      K13464   33.13   60.0     5e-17 jasmonate ZIM domain-containing protein
* JOEDHDHP_02925      K14339  399.50  660.1  8.5e-199 alpha-1,6-mannosyltransferase [EC:2.4.1.-]
* JOEDHDHP_02927      K09014  370.93  911.8  4.5e-275 Fe-S cluster assembly protein SufB
* JOEDHDHP_02928      K09015  271.57  435.1  1.2e-130 Fe-S cluster assembly protein SufD
* JOEDHDHP_02929      K09013  162.83  400.5  1.1e-120 Fe-S cluster assembly ATP-binding protein
* JOEDHDHP_02929      K13464   33.13   38.3   1.8e-10 jasmonate ZIM domain-containing protein
* JOEDHDHP_02930      K11717  582.30  679.0  2.9e-204 cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
* JOEDHDHP_02931      K04488  143.10  202.5   3.1e-60 nitrogen fixation protein NifU and related proteins
* JOEDHDHP_02933      K10979   94.87  394.0  1.5e-118 DNA end-binding protein Ku
* JOEDHDHP_02934      K06443  119.73  340.2  6.4e-102 lycopene beta-cyclase [EC:5.5.1.19]
* JOEDHDHP_02937      K21962  135.10  273.7   5.9e-82 TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase
* JOEDHDHP_02938      K27802 1456.87 1600.6         0 aconitate hydratase A / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
* JOEDHDHP_02940      K21473  291.13  599.7  2.3e-180 peptidoglycan DL-endopeptidase RipA [EC:3.4.-.-]
* JOEDHDHP_02941      K03924  106.30  496.9    2e-149 MoxR-like ATPase [EC:3.6.3.-]
* JOEDHDHP_02943      K07114  104.97  135.8   6.1e-40 Ca-activated chloride channel homolog
* JOEDHDHP_02944      K11610  383.83  403.3  8.8e-122 meromycolic acid 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.-]
* JOEDHDHP_02944      K00059  264.90  302.7   9.3e-91 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* JOEDHDHP_02945      K11611  302.67  391.1  8.1e-118 meromycolic acid enoyl-[acyl-carrier protein] reductase [EC:1.3.1.118]
* JOEDHDHP_02946      K01772   52.60  358.0  1.9e-107 protoporphyrin/coproporphyrin ferrochelatase [EC:4.98.1.1 4.99.1.9]
* JOEDHDHP_02955      K01847  652.63 1014.7         0 methylmalonyl-CoA mutase [EC:5.4.99.2]
* JOEDHDHP_02956      K07588  264.70  519.1  6.4e-156 GTPase [EC:3.6.5.-]
* JOEDHDHP_02957      K01239  307.73  468.6  6.5e-141 purine nucleosidase [EC:3.2.2.1]
* JOEDHDHP_02959      K03762  457.53  683.7  6.2e-206 MFS transporter, MHS family, proline/betaine transporter
* JOEDHDHP_02967      K00254  180.27  482.8  4.6e-145 dihydroorotate dehydrogenase [EC:1.3.5.2]
* JOEDHDHP_02972      K06153   56.87  364.6  2.3e-109 undecaprenyl-diphosphatase [EC:3.6.1.27]
* JOEDHDHP_02976      K15526  433.03  748.2  1.5e-225 L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase [EC:6.3.1.13]
* JOEDHDHP_02981      K26138  107.03  114.1   1.1e-33 nitrite reductase [NAD(P)H] small subunit [EC:1.7.1.4]
* JOEDHDHP_02982      K26139  809.53 1000.1  2.3e-301 nitrite reductase [NAD(P)H] large subunit [EC:1.7.1.4]
* JOEDHDHP_02985      K00548  273.53 1313.1         0 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
* JOEDHDHP_02988      K00765   52.67  318.5   1.8e-95 ATP phosphoribosyltransferase [EC:2.4.2.17]
* JOEDHDHP_02990      K07465  126.97  429.4    4e-129 putative RecB family exonuclease
* JOEDHDHP_02991      K07442   84.50  355.9  7.7e-107 tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
* JOEDHDHP_02992      K13527  447.83  956.2  2.6e-288 proteasome-associated ATPase
* JOEDHDHP_02993      K20814  509.63  763.7  3.6e-230 Pup amidohydrolase [EC:3.5.1.119]
* JOEDHDHP_02994      K13570   42.87   83.8   4.1e-24 prokaryotic ubiquitin-like protein Pup
* JOEDHDHP_02995      K03433  186.63  359.6  3.7e-108 proteasome beta subunit [EC:3.4.25.1]
* JOEDHDHP_02996      K03432  202.57  363.4  4.5e-109 proteasome alpha subunit [EC:3.4.25.1]
* JOEDHDHP_02997      K19302  104.57  112.6   6.9e-33 undecaprenyl-diphosphatase [EC:3.6.1.27]
* JOEDHDHP_02998      K13571  490.13  816.2  7.2e-246 proteasome accessory factor A [EC:6.3.1.19]
* JOEDHDHP_02999      K13572  227.47  405.7  7.2e-122 proteasome accessory factor B
* JOEDHDHP_03000      K13573  225.17  410.2  2.9e-123 proteasome accessory factor C
* JOEDHDHP_03001      K03116   57.00   86.6   4.7e-25 sec-independent protein translocase protein TatA
* JOEDHDHP_03002      K03118   73.40  311.9   1.8e-93 sec-independent protein translocase protein TatC
* JOEDHDHP_03003      K03727  695.40 1404.6         0 ATP-dependent RNA helicase HelY [EC:5.6.2.6]
* JOEDHDHP_03007      K09962  128.60  208.7   3.5e-62 uncharacterized protein
* JOEDHDHP_03008      K23825   71.33  216.8   1.1e-64 F420H(2)-dependent biliverdin reductase [EC:1.3.98.-]
* JOEDHDHP_03009      K16652  189.87  288.1   2.2e-86 decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333]
* JOEDHDHP_03010      K00595  221.60  479.7  4.4e-144 precorrin-6B C5,15-methyltransferase / cobalt-precorrin-6B C5,C15-methyltransferase [EC:2.1.1.132 2.1.1.289 2.1.1.196]
* JOEDHDHP_03011      K05895  141.90  324.1   5.5e-97 precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]
* JOEDHDHP_03012      K13540  463.30  851.3  7.1e-257 precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]
* JOEDHDHP_03012      K03394  126.00  282.7   9.7e-85 precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]
* JOEDHDHP_03013      K06042   81.20  304.6   4.4e-91 precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]
* JOEDHDHP_03014      K02229  247.07  453.5  2.1e-136 precorrin-3B synthase [EC:1.14.13.83]
* JOEDHDHP_03015      K02230 1013.77 1626.0         0 cobaltochelatase CobN [EC:6.6.1.2]
* JOEDHDHP_03019      K03568  312.60  491.6    1e-147 TldD protein
* JOEDHDHP_03020      K07090   36.87   95.3   1.1e-27 uncharacterized protein
* JOEDHDHP_03021      K07778  165.83  171.0   1.3e-50 two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
* JOEDHDHP_03023      K07113   65.37  136.1     3e-40 UPF0716 protein FxsA
* JOEDHDHP_03025      K03820  114.80  512.1  6.6e-154 apolipoprotein N-acyltransferase [EC:2.3.1.269]
* JOEDHDHP_03028      K13950  555.53  979.2  1.1e-294 para-aminobenzoate synthetase [EC:2.6.1.85]
* JOEDHDHP_03029      K23874   91.20  145.1   1.8e-43 4-amino-4-deoxychorismate mutase [EC:5.4.99.67]
* JOEDHDHP_03032      K05793   77.50  209.4   2.1e-62 tellurite resistance protein TerB
* JOEDHDHP_03046      K01714  257.53  300.4   6.6e-90 4-hydroxy-tetrahydrodipicolinate synthase [EC:4.3.3.7]
* JOEDHDHP_03047      K03701  364.00  865.7  1.6e-260 excinuclease ABC subunit A
* JOEDHDHP_03048      K07226   75.10  262.5     2e-78 heme oxygenase (biliverdin-IX-beta and delta-forming) [EC:1.14.99.58]
* JOEDHDHP_03049      K03885  201.50  491.0  1.3e-147 NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]
* JOEDHDHP_03050      K03190   55.77  102.9     7e-30 urease accessory protein
* JOEDHDHP_03051      K03189  179.20  387.9  2.6e-116 urease accessory protein
* JOEDHDHP_03052      K03188   64.43  173.1   2.8e-51 urease accessory protein
* JOEDHDHP_03053      K01428  622.50 1086.8         0 urease subunit alpha [EC:3.5.1.5]
* JOEDHDHP_03054      K14048  300.40  316.8   2.8e-95 urease subunit gamma/beta [EC:3.5.1.5]
* JOEDHDHP_03054      K01430  178.17  191.5   2.2e-57 urease subunit gamma [EC:3.5.1.5]
* JOEDHDHP_03054      K01429  168.97  172.2   2.4e-51 urease subunit beta [EC:3.5.1.5]
* JOEDHDHP_03056      K19222   78.63  141.9   6.8e-42 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [EC:3.1.2.28]
* JOEDHDHP_03058      K23186  409.00  504.5  1.4e-151 iron-siderophore transport system permease protein
